UUID.x	Superpopulation.code
6dc210ab-6f35-523d-8a7a-a6719a412772	NoCODE
6deeb5e2-b6b4-53c3-9c9d-e0fc9e11b24f	NoCODE
6dfb1f0c-4734-5604-96d3-85a4894551e7	NoCODE
6e10acc0-7fc3-5dce-a3dd-e7f7ed9cea95	NoCODE
6e17b464-baa6-50d2-a515-d9f6c743f3e8	AMR
6e9ec45c-ff9e-53f6-9489-7312cc033de3	NoCODE
6ebda8cc-2466-5748-81c0-f636a3ec437f	SAS
6ec8eb7d-7f0b-562f-94b8-353001a88d77	NoCODE
6ed5af11-116c-5310-9a6a-8d43f436d5c1	NoCODE
6f784985-3b91-535e-9e36-be78c4b43775	EUR
6fdf8228-31e9-5055-8fe4-dd70f6d76b81	NoCODE
6feeeef8-df0f-577b-8743-8d59e49712ea	NoCODE
705594c3-6eae-5231-a40d-db3c87995ed1	AFR
7069c56c-e0ec-56c6-8dda-fc92a428f0c8	NoCODE
7090e1d8-0506-5d3b-9f4b-e50b082088c9	NoCODE
70d3ee28-6193-52ae-9ccb-5df6628dbdca	NoCODE
70eda868-3327-5907-8b59-2b5116ba717e	NoCODE
711ab690-fcbe-5db8-8f08-a97603222da3	NoCODE
71548500-e35f-5acc-ad89-d122946fe13d	NoCODE
7196b6c1-0ead-5c63-a874-9c6a6f6e8412	NoCODE
720795f4-d7d0-534a-a825-27aa5454ca83	NoCODE
721f13a6-8a9c-5f76-8a10-93cd0ad64d04	NoCODE
723dc7f2-4c58-5040-b65c-b9762e0a2cda	NoCODE
7250773c-c2a7-55ef-a0fc-e6e6099fcbc5	SAS
72552b3d-5eb8-56a6-9489-26c762f7b8eb	NoCODE
72843e1c-9887-5846-9e49-7396f92544ea	EUR
72d4afc1-fa57-5951-b11f-035785f473d9	AFR
73e4cf89-2c14-5ddf-83b3-5a42db1f5584	NoCODE
746c7354-f6c3-578f-bcfb-0a390d1152da	NoCODE
7478693e-053f-5606-869e-2a2436eb33b0	NoCODE
74fd42ef-b95f-597b-ba3e-7c9bc92a8564	EAS
75240c09-57b6-5579-bb62-0cc50247dae2	EUR
752cd4d4-a713-53b8-a580-47af80d2d774	NoCODE
75706680-2ac2-5628-987d-5b9be25e45f9	NoCODE
75b2ca20-af9e-5024-8e08-5dfc47f50f5a	NoCODE
75bcfb1e-83a1-5f82-82af-7dd03b5b81e7	NoCODE
76c9c892-3e2b-5a89-b3f2-a2a562429842	AMR
76dc8055-e4ce-5e0f-a866-eac3a9984a07	NoCODE
770750eb-6432-5b9f-87e1-4a99fdfa44b8	NoCODE
77839522-e45a-5e73-a0d2-3742a6cb4685	NoCODE
77d47e64-a312-54a2-bf5e-ab0d7e1e2c00	NoCODE
77f75b65-a2df-50ed-b3d5-06d1858a5a6e	NoCODE
7809127e-100e-5bc1-a3fc-7b36383fac0e	NoCODE
784fb06e-3237-5dfd-8d4b-9089f89df49e	NoCODE
78a277bd-8ead-5cf1-87c3-049c3df69943	SAS
78c83d50-b7ee-5ff2-951d-61db64e52de5	NoCODE
7a07d51e-ed9f-5ee8-b8d0-07cceb1dd08c	NoCODE
7a4dadf6-e7e7-500f-a43a-c50834ca2852	NoCODE
7a643dfe-8ba8-52d4-ad82-0793975f65bf	NoCODE
7a6ae57f-24be-5d5e-8676-0e90e05be6e4	NoCODE
7b419bf2-9e25-5dfe-8370-88cc03b1a241	NoCODE
7b5bc57b-2bea-5363-a65a-5d5f48fa768b	NoCODE
7b5d2282-11a6-5414-a2a5-57a8404c3cc4	NoCODE
7b67dc27-decc-5165-8713-9b2e66c7e9ab	NoCODE
7b988ffa-e33c-5993-a5e5-387c79690bb3	NoCODE
7d5806df-cc62-5de6-86be-86b11a135222	NoCODE
7de1fce2-4c7e-5e51-876d-8f970b2d4fe8	NoCODE
7e1d3419-2070-5642-8c41-040eee0c8823	NoCODE
7e602f92-9f96-5dbf-a8fb-8174c2f546ed	NoCODE
7eab29b6-8374-56e6-a1e3-8af826c2ceb4	NoCODE
7ec4b5ad-de64-5686-96e0-5f8de696630a	NoCODE
7f05a847-7335-5efb-adfc-fd55c1edaba2	NoCODE
7f0cad38-0ad3-5b0e-99d4-8bd52241dd4f	EUR
7f4ac0cc-c4f2-5833-8f5e-f38a219e311a	NoCODE
7fa4ebbc-44bc-5aa1-97ac-5a258d2aafb7	EUR
7fd0b620-14d1-5b6f-8242-f4d51c8d6b21	AMR
7fd430c8-d8d7-5ac4-b1e3-93fa847ae3cb	NoCODE
80fb1673-cb29-52dd-8f23-61800cd4e25a	SAS
812abe74-79f6-5645-896d-f8c4d2a4eab0	NoCODE
814f2051-4373-5fea-975f-1805fd1026f5	NoCODE
81cda827-7593-5a34-9267-40f8cda74158	NoCODE
81ff8561-69ab-5154-b757-8db278a32777	NoCODE
8211c7cb-adea-5fd6-9993-e6405a02b874	NoCODE
825d1035-0661-5e80-8d0e-10c2c55fab1d	NoCODE
82b1c3a4-cd52-56ec-a700-afa617ebc126	NoCODE
82ea1616-b12a-56eb-a4b8-50671f11dde2	NoCODE
8398dbce-b728-547f-9f25-36f36b5eb2e6	AMR
839e6b5a-3b42-5cc4-ac55-680407096059	NoCODE
83d65a55-d07c-55aa-a053-12c215d0703b	NoCODE
84209ace-bf12-52be-a0c4-379ed72a5c2a	NoCODE
844e6af9-cc0d-5b5c-a08b-5f165941d7c3	NoCODE
846917a6-f0d9-51fe-90ee-1c6898dd4740	NoCODE
849a4789-bb41-55b9-829a-758c7a9d2091	NoCODE
84b9b863-2a81-586f-aca7-abbd7e3526a1	NoCODE
8528af97-6ea7-5d0e-899b-f6ee3443c81a	NoCODE
8586728f-1bf7-5ab1-b8bf-d8ad2997202b	NoCODE
85a0ee9d-0901-5f7b-b493-c1b76d469c76	NoCODE
85c5b9f9-6553-5a16-bdd2-3bf724b76688	NoCODE
85d70835-c364-51f1-adfa-80ce74cc59bd	NoCODE
8624aafc-afc2-5d23-8c4f-ddbc05f873fd	NoCODE
863ee5b6-9f53-5bfe-8d4d-3a7c10756b3b	NoCODE
86f2e2a2-7dcb-5a56-a10e-ec952c71cab7	NoCODE
872901c6-5ac5-5008-b48d-f1ec78a08ab4	AMR
879639f5-ecd5-575f-b32c-b29facc53de8	NoCODE
87a7a153-62ac-5dbf-ae60-4ebeee944464	NoCODE
87d2df66-2ab5-5e1d-8a82-73575754cc07	EAS
8806af19-bb0e-5ddf-9c07-91eb34ab52ca	NoCODE
8810ace3-21ef-5cac-82dd-7b12bbc3fa05	EAS
8836e248-50e2-5986-a817-fe5c905a8871	NoCODE
888099c1-97ea-5ea2-a86e-abf688e883b6	NoCODE
8884c569-ee48-56fb-8ebd-280c455a3cea	NoCODE
88a03eb4-260d-56ab-ae38-9429dba26ab2	NoCODE
88d3b95c-72e0-5e7a-9833-b12aa13c5e4b	NoCODE
8946bd0f-92d6-538f-aca5-534e89d84337	NoCODE
896b2aeb-2b6f-5068-8370-17387740ad19	NoCODE
89aaa5a3-d65d-587a-ae39-84b9e5d984a4	NoCODE
89fcbb18-6eb4-55ac-8f38-dbbbf7374ce3	NoCODE
8a168899-443d-5b8d-a191-a4f665f5bf3c	NoCODE
8a17e400-b137-5629-9991-1218fdfb6029	NoCODE
8a49b93b-7873-520e-bda1-9c845acddc17	NoCODE
8a4edd43-1b50-5b00-b226-392b1c18eb4b	NoCODE
8a59c427-c89f-5214-aa02-9cfdf58d975c	EUR
8a81e0c2-218a-58af-8559-75b3a14aab8a	NoCODE
8af2852f-26d3-5c61-abd5-c2f4e7b3d631	EUR
8b28f886-94ff-5afd-b529-bd1e6f41bf44	NoCODE
8b3e7293-750e-579a-a45d-c36d88d65d24	NoCODE
8b4b97e3-d322-5394-b366-28fb726b183a	NoCODE
8b4ceca4-afba-5f54-9fa6-8b89bce13a57	NoCODE
8b73f660-d12e-5fe1-9ff4-1c9c4fc27db4	NoCODE
8b9e08d5-aeb8-5b6c-b06a-533781c5b71d	NoCODE
8bc5d8ed-d0ff-57af-9b89-857345c68847	NoCODE
8c2b8f3a-f727-5d80-bb54-90268c52eebe	NoCODE
8c5eb430-6b29-5fa3-bc23-6d3c3af4a204	NoCODE
8c895b29-034c-5b5e-9723-4dbe65640135	NoCODE
8ca50011-bc52-54cf-9eaa-cf42ab304959	NoCODE
8cbd03a1-6396-5bdd-9983-e34626da362e	NoCODE
8cce67bc-b87f-511f-b1eb-6ecb827fcf34	NoCODE
8cebdce4-4cf8-50fb-9a25-826a7be4715e	NoCODE
8cecbc18-241c-572d-b22d-65260506f0f9	EAS
8cf5cdf7-aab1-53f5-8eb3-285c644459dc	NoCODE
8d09240c-ccee-561f-b21b-c7df2936b960	NoCODE
8d38a0a3-d318-5601-ba3f-86626e2aaf90	NoCODE
8d55eac6-6b63-55b6-aa69-f1fe272ea973	NoCODE
8e035960-b767-551c-9844-0c4af3d472d9	NoCODE
8e061b39-a182-5ab7-8d5e-8086f0de0fc9	NoCODE
8e493fab-21e2-58cf-97f3-2e297c191d4c	NoCODE
8e4d248f-8b60-53cb-a0ac-49c0086cebdb	NoCODE
8e74d365-8380-51a5-ab5e-6d44ba3a8646	NoCODE
8e83a774-5f96-5536-bb31-8923b75a8b00	EAS
8eb7539a-9b7d-580c-bb32-d940441fcbdc	EAS
8f159f8e-f892-5e48-8dc2-22d5500f8f08	EAS
8f1d07d0-69d9-592d-ae00-45782967ec26	NoCODE
8f7c3d59-f068-5996-95b6-5042fe164fab	NoCODE
8fbfbd50-d994-5d27-a75c-10392110aa13	NoCODE
906858a3-51f8-5000-8e6e-08cb17715df1	AFR
90ad7981-7389-585e-a378-793759672418	NoCODE
90e007f6-ca46-52d9-b53e-4741f3b3d174	NoCODE
9139b7e2-d0e1-5656-b800-5d8b6d0850f2	NoCODE
916cfdb5-6bdf-5730-90e4-c3648cd8717b	NoCODE
917f0b59-2b32-5031-a984-349e38b114b8	NoCODE
918bac6d-8270-5d81-adf6-39d04c48a38b	NoCODE
9198c1f0-30a9-5e41-899a-60ab6ff50259	NoCODE
91d4490f-5782-5bc4-a683-61967ff505e6	NoCODE
91e10277-645a-5757-a194-dae3d7b74d92	NoCODE
91ef0922-50f6-5b2c-ba24-776123a52e54	NoCODE
91fdd560-318c-5781-8fea-3107788788be	NoCODE
920a8d30-6620-540c-8b77-08cd0be65b65	NoCODE
921ebfca-9217-5c09-a047-62a1b00600c2	AMR
92221599-bc86-5e45-8d31-2e76bf657a6a	NoCODE
9276c367-d3d1-5a3f-90a0-5a5b8f3ff5cf	NoCODE
938926c0-8d68-589b-b1a9-236c50b7b3be	NoCODE
939010c3-c6d8-5e68-b634-ddb04e710f78	NoCODE
93e84ee4-c5cb-5dd0-913f-6b5678cb0dff	EUR
940daabf-a38f-50bc-9b78-3a52eeaa092f	NoCODE
949cffc8-b8c1-5e16-af18-d4bed8f6806c	EAS
94c72bbf-a38d-56a9-892d-e3d20854d500	NoCODE
952925da-6a1d-5b3d-a167-4e46b06657f2	NoCODE
95914ea5-f938-55c5-ba21-4cf9e46e9778	NoCODE
959bc719-31eb-54c6-a12e-a6a596f0cf37	NoCODE
95e0b915-d473-5028-a6e0-3d8bed124cca	NoCODE
968fe096-63c3-565a-b07e-b512097028c1	NoCODE
96c9f143-5dea-5ec2-9920-ddc76707c84e	NoCODE
9705260b-b27e-504b-a3af-feb58b6abbad	SAS
9744d6cb-e13d-5375-a980-32a1ef22abd7	SAS
97874d47-e9c1-50a0-bebd-0d117b71cf3f	NoCODE
979e470d-1785-5b82-ab7f-b2b37b9c8ce7	NoCODE
97dd1e9b-4063-5f39-adab-59b0a861b172	SAS
98186ae3-2cb7-5a48-87a5-766cacfdbf03	NoCODE
98a93486-ecf4-5954-9398-9a316ba44a55	AMR
990bd185-7067-5efb-92b6-f43ca36669fe	NoCODE
990edb47-0155-55d3-a886-b238714c17f9	NoCODE
997a308e-7d68-5dd3-a1bd-687dff5ad613	NoCODE
998cc9d5-647a-51e0-acec-8c77aae33535	NoCODE
99dc48b5-4b10-5e3a-8113-854b02c9d637	NoCODE
9a2e87c8-e650-56e1-b5c2-0aee41ef4fcd	AFR
9a70fe85-60a0-51be-b2c5-c5eec1801ebb	NoCODE
9abe4514-56ac-51ba-954d-4d49a4b0217d	NoCODE
9b04689f-9dba-5cc2-9bb4-54a465641628	NoCODE
9b5a81b8-9237-5049-9aa9-3fdffc409c05	NoCODE
9b7ff3a3-2021-52f4-a4b4-cff502ee59a4	NoCODE
9ba373e6-73d2-5f90-82ab-7fa42624d468	NoCODE
9be307a7-ee4c-5b09-b4c8-7ddb929760f4	NoCODE
9c44ca47-1819-574d-bf47-e10626f4460c	NoCODE
9c48d7b1-3470-5237-8712-d6de5f71762a	AMR
9cd86805-47aa-583d-ad20-53cecb654b5c	SAS
9cff2dcc-8fdf-5243-9c4b-c145adf68ef7	AFR
9d0ad4a3-0ef3-549f-b07a-7c9e9ab54a30	NoCODE
9d426117-e004-5678-b9b5-3f077153293c	NoCODE
9d613fc3-6b5a-5825-a100-3182632ee188	NoCODE
9d8cd473-29dc-5014-93ef-a896dd02dc2e	NoCODE
9d97734d-6199-5a1e-8955-4ea8ea4077d2	NoCODE
9ddb65ef-0cfc-521c-9f47-3f1a186a463b	NoCODE
9de8c633-3086-5e73-b40f-cb4a30d6f2bc	NoCODE
9e265761-1011-5ee9-81c9-b414bae51d90	AMR
9f0d085d-794d-5178-a552-21200d2c0be2	NoCODE
9fac185f-828f-56ea-833c-ea179ddaf8f7	NoCODE
a00dcf6e-5f1a-58ef-b950-3f2b12df7379	NoCODE
a047f877-d1e4-5e63-a0fc-0e16f0948e78	EUR
a065f241-dc38-56f2-9777-fec37705727d	EUR
a0bbd088-8c42-5a92-be7e-61f3ccd944ef	NoCODE
a0faf032-24df-59c3-9330-bae2f0430293	NoCODE
a137684b-1ddb-53df-b779-fd312475c2ff	NoCODE
a1b189ef-b1d9-539a-ba9a-f852b98ba34e	NoCODE
a32a27c6-b535-52d4-9fb1-13366b3e0c00	NoCODE
a359cbae-dc46-573e-a886-0d83703045f9	SAS
a42ee32c-7bc4-51aa-a30e-8c24bc26f5d1	EUR
a44c29ab-6754-57aa-90bf-a829ae35d515	NoCODE
a44effb8-f526-580c-860d-6dc17e6b2a7f	NoCODE
a4c27a0c-e707-5935-9e60-b3073b2741ee	NoCODE
a4ef65f3-2126-5dc7-98eb-5a0a05aa400d	NoCODE
a5ed7257-51dd-5ddb-9951-62d557a5dd50	NoCODE
a5eff481-039c-5b05-80b8-3d73eb0637b4	NoCODE
a60c7c77-3d76-562b-a944-0977c8f095b1	NoCODE
a6282083-4a07-55b8-889f-c4f24b557e17	NoCODE
a6e09164-86b0-5ee8-8991-ddf55a04c3fd	NoCODE
a6fb6181-1f8e-56c0-a3fd-5b0b67a28c88	NoCODE
a772273c-9225-5abb-b979-d6e92df801cf	EUR
a7f89cc7-f283-5179-af70-51638de8e3d0	SAS
a82a75b0-5a6c-5654-ad14-13b32d8bb382	NoCODE
a8784e54-3cc3-53cc-9d63-097773735db8	NoCODE
a8d9723d-f82f-5a3c-88c3-0ebc7f9f00d0	AMR
a90bb9b6-a960-5888-bb44-cbdb38b76f1d	NoCODE
aa0ee5eb-c9e9-53a2-bf31-273ba0b7285b	NoCODE
aa36e82b-bd92-53ee-b511-6a329df74344	NoCODE
aa7b996e-6356-5408-826e-843f32ee804e	NoCODE
aae9ae7a-aa1f-5fbb-95e0-7a5160d50376	NoCODE
ab24ef55-6dad-59d3-acc2-9d772e618d46	NoCODE
ab29d4d7-425d-5642-882a-6e6d8e12b84a	EAS
ab41a79e-fd6d-5e15-bc1d-5a51171c5d37	NoCODE
ab4f803c-c62f-5b36-9abd-949c02d4e851	NoCODE
abb6701b-dcf9-5814-9ed0-6f20f9d97098	NoCODE
ac1b6f90-c3a9-5e77-9b22-987c4ad98e36	NoCODE
ace467cf-513b-55b7-a00f-027e1bdc6900	NoCODE
ad5ad317-fe13-5f20-8b2b-a0ddaf667b74	EAS
ad71b49c-c562-5f81-b4f7-9d91da5dc41d	NoCODE
ad9eb77c-6651-5c2c-8277-c3881f1a79be	AMR
ade7bd13-7fa2-5ee4-ac4a-4e0f25190b5e	NoCODE
ae0afd6f-5cca-53a7-a607-38809725f2e7	NoCODE
ae445932-9639-5c47-b912-a5191d38a8bc	NoCODE
ae4cc0e0-79e7-53b9-a0e8-322aab6ecb9a	AMR
ae4fa244-86a1-56e9-85ac-b5b4a74a4a30	NoCODE
aeb3217a-b122-5735-8978-c27280f2ae83	NoCODE
aef3f9ea-c83d-55bc-99de-68f29bbdf0d3	NoCODE
af44e726-c2f3-5b63-a5e2-ad4b22e0a6a4	NoCODE
af8ef577-be61-5e24-a8ab-6a51669532d6	EUR
afe78ba6-7664-552b-8c81-c275297619bd	NoCODE
afe9a6a9-68e8-5ac1-808c-f000c1bb0b3b	NoCODE
b011b71a-a64c-5e66-bf13-d96eb32b8f71	NoCODE
b08d597a-3f3e-59f7-9b7b-2e3e41a6125e	EAS
b08f86f6-00fe-5d4e-bdf4-9fab99ca08f5	NoCODE
b0b9267e-b3ec-565f-a9c3-d49a668542ef	NoCODE
b1414222-e754-59c1-af17-43a9e7b520e6	NoCODE
b14b2f6b-c234-5237-8ed6-d3d00e4328f9	NoCODE
b154779b-92d9-50ef-8eee-c0943d221c02	NoCODE
b19f8c27-86e5-503a-87b0-36535f6a771d	EUR
b1ecd617-242b-53c3-b47a-dc303e39dd65	NoCODE
b2214a2e-2820-586e-a5bd-a10154d74acb	NoCODE
b22abcd7-5d8f-514e-9760-ed4e776038fa	NoCODE
b259f7ad-f88b-52fa-8c68-9aa6af0ea8e3	NoCODE
b2916625-be93-5534-8b6a-bae868a511a5	NoCODE
b2e0c848-d929-5948-a417-fc7899d93a7a	NoCODE
b30738d3-88ba-5762-a3d4-d15db779f7ad	NoCODE
b324a10c-e897-5f9e-a68f-e8b07bdeaaf4	EAS
b361ef32-bb28-55c8-8ef7-b866131610e9	EAS
b36963d7-1ac3-571e-b519-beb8f526e757	NoCODE
b38b930a-b255-5660-966b-e2ce01264cca	EAS
b3b0157b-9276-5a5f-b3a4-178e334f3ae4	NoCODE
b3e1a149-e15f-560e-bfd6-a85f61c45c6e	NoCODE
b4360024-5078-5880-a420-b47fee5d1f2c	NoCODE
b4552470-ae43-545b-9617-37522137ac1a	NoCODE
b4ca4f7d-3c26-54b4-b416-ccd4571e2483	NoCODE
b4db73e9-0d5e-50d7-85c8-ec23cd868ac5	NoCODE
b59ae154-625f-51eb-abc2-c27e448cbc6d	NoCODE
b5ce6b05-8f33-568e-a208-b8e62872f939	NoCODE
b625c743-dbc2-5402-a6a0-3f530c896924	NoCODE
b6388f28-23e0-51f8-a412-e2395b5a8762	NoCODE
b6b535be-22d6-5a33-be52-1f9603ddc1f8	NoCODE
b6e66ffd-0b26-5f78-a13c-44041ef16d04	SAS
b6fed6cc-a762-57f3-870a-0754a64ac762	NoCODE
b7137ad7-56b9-5d95-ab1a-7405ae258785	AFR
b76a2807-347d-56e5-9751-decd2ef53dc0	NoCODE
b795b53e-a0c6-505f-9e65-1b804721e840	NoCODE
b7e85ada-ceba-5668-b6eb-52cb40cfa337	NoCODE
b8746ed2-3b8a-5ce9-b8ae-19387e982757	NoCODE
b8db0a54-abfe-5ea2-9ba7-e66e6f83a201	NoCODE
b91140f5-ebb1-5d85-ab8b-9dc6cbf68861	NoCODE
b98c827e-2ccc-5d4e-94b4-73af757f15c0	NoCODE
b9a0d95e-aa3d-55a0-8853-84b1336826f9	NoCODE
ba003b0e-1977-522a-84c4-9c49c89c9a10	NoCODE
ba4e69a6-013e-508c-919d-54c08b0a1914	NoCODE
bac81da9-94ec-53d7-af55-6c625e5585d5	NoCODE
baf2d4e5-5903-5dc9-b33a-47d190884a4d	NoCODE
bb018d11-129b-5346-887b-1fea8fce2715	NoCODE
bb0e36ae-0a9b-58a3-a5dc-d3cd41b148fe	NoCODE
bb15e6db-b9bd-5b4d-bbb2-f6721d88ec5b	NoCODE
bbb27762-09ab-5aa3-888c-9e0c04023e47	NoCODE
bbbf3e13-e198-503f-9b86-15b481cd32d7	EAS
bbfa1e80-6076-5d71-b1c0-b2ec7abcdefd	NoCODE
bd2e1db3-2a9a-544f-be48-a47d0f157753	AFR
bd34d301-56c1-570c-8b68-e1bc8b49181f	NoCODE
bd672fab-e204-592d-bca8-57de9086c943	NoCODE
bda059a9-e8b2-5151-ad43-a7b7eddad264	NoCODE
bda8a663-12e4-5116-8e2c-730bbd130412	NoCODE
bde282cf-dca3-541a-b4cb-af64e0631cf5	NoCODE
bdff0268-da3f-5985-a66b-51a2e846b6dc	NoCODE
be44e471-9e03-57b2-8933-28fe785b3cdc	NoCODE
bec9e6ae-7cf3-5f87-ad12-9df0bf7e97f4	NoCODE
becca16b-9f54-55bc-a4ee-b3d0bbf3aa62	NoCODE
bf109cb1-8f57-5fa5-9f50-a2a23578e056	NoCODE
bf517c79-a249-5a28-809e-0689570ac712	NoCODE
bfc4a134-b78c-5e4d-9745-54620e305c4d	NoCODE
bffa9dc1-8298-5146-8e86-92ee581455a8	NoCODE
c0217d98-fd4c-59f5-85ac-fc7b9d2a0960	NoCODE
c034b595-faba-5911-89f7-689f4803eb32	NoCODE
c0477b5b-dc9b-58fb-b625-80b6cea4e63e	EAS
c0b61ed9-1f8a-55f2-8ed3-659bed67a10c	NoCODE
c16c9729-cd37-56ea-a422-b4da4c5dd751	NoCODE
c1ad28cd-bd60-56ae-9ad8-1aefcf9767c5	NoCODE
c1b13593-6389-5658-a9d2-2ea07ba00ef4	NoCODE
c1e59f01-78a9-593a-afdd-205d4ed53e0c	AFR
c1ecc2cc-3bd5-5085-917b-b099b813970c	NoCODE
c1f80c72-ea86-54c7-9e83-cb23a82ea6b7	NoCODE
c2560a04-59fa-5b0e-93f8-eb09e11b3562	NoCODE
c282d4a4-0ce0-5bd6-9cfd-054239006669	NoCODE
c2dc769a-22a8-5d90-a242-2574729b2ac2	NoCODE
c308565e-f590-5883-8780-70d37b4fa8a3	NoCODE
NA	SAS
c41eb454-3979-5399-8586-2a811dddeaa7	NoCODE
c43752c7-3cc8-59f6-bbbe-30ab14cd0490	NoCODE
c475b1c9-6a7b-55dc-a42a-7b4d01c81b79	EUR
c49cff6e-428f-50a4-8b1a-7900d4ecf133	EAS
c4b18445-1ddc-54e4-a311-096f56fe5078	SAS
c4c6ef6c-c0fd-5c62-bdf2-99ad9d81adc6	SAS
c4fe1970-5c48-55e4-8434-e7063717b84c	NoCODE
c5822324-73e9-51bd-91b5-15b0a0e6c2ce	EAS
c5f7bbfd-4299-5582-bd88-5ed437efb18a	NoCODE
c8e83f25-129e-5384-bfc7-5a0448a30052	NoCODE
c922e1f1-a71d-529f-ab09-894fd8fefe23	NoCODE
c95fed00-ef6a-5591-98ae-7d345f68b770	NoCODE
c97bf465-1b02-5786-a088-8d837d3f21c0	NoCODE
ca0c0641-0c17-5677-b5e8-ee4aeb35b44e	EUR
ca9def3b-51ed-5e76-93a0-5cf173fe70b6	AFR
cb5c3d4c-2176-5206-95b7-26f5cb1f046c	NoCODE
cb6deb66-fc39-588b-a7e9-5efcfd6ccdc2	NoCODE
cb825243-2a3e-590d-8588-90a56421e983	NoCODE
cbde36ec-f470-5c71-881d-b8c908cfba3b	NoCODE
cc0fe225-ef54-55bc-8b26-f31034e452b5	NoCODE
cc1731c1-5def-52ba-a02d-b5d5f25576ca	NoCODE
cc31b2f5-8075-5183-924d-ce470f02cd68	NoCODE
cc42c2ca-124c-513c-a5d4-ad23b09594a7	NoCODE
ccc4b779-f74a-5e2e-bd9e-0525d6f03591	NoCODE
ccdf3a30-ffc3-5de3-8cd4-f2853d90ea26	NoCODE
cce20620-9f21-59e3-9e80-307b515aa49b	NoCODE
cd0ddc98-7554-5084-9175-32a3b04b1a45	NoCODE
cd254764-cd56-5402-8e62-afe75b574c19	NoCODE
cd6e35c6-a2e5-5208-abe5-86073d7ef00a	NoCODE
cd755642-56b8-5754-a014-0ad59732d671	NoCODE
cd8b87f4-c130-558a-ba94-f1f94a57da81	NoCODE
cdbac92e-1258-5c97-9c40-cf3fa925e6b0	AMR
ce1c1981-2d06-5de6-ac5d-50c633e3050d	AMR
cea6d822-b941-53a0-8017-e531307f3eb5	NoCODE
cee77ca5-6f50-54bd-a023-7321499555a9	NoCODE
cf03bd09-e463-5c42-a521-90560181518b	NoCODE
cf2c5e7e-688a-548b-b1c2-badb4cb81fd8	NoCODE
cf31a891-4413-5e68-965b-653020a55214	NoCODE
cf418117-944f-5572-9ece-b8c6dc5231e9	NoCODE
cf787912-decb-5a31-a34a-cd82279a98e7	NoCODE
cfd8c6f1-5e09-5589-92de-67560eb0acb8	AFR
cfecf0a0-e1e2-504c-9e04-2096b494c61d	NoCODE
cffa0264-88da-599f-b08d-4d840d6a5965	NoCODE
d030d7b0-0620-522e-aa4b-7c29c856183f	NoCODE
d036f998-62b6-54eb-9d42-a508ffce1aef	NoCODE
d049d4fc-7ad3-59de-850d-618c2fadb633	AFR
d08605aa-a446-52d8-b72f-e49418acd2f2	AMR
d0915837-99b4-54a8-a457-adedb27a7ef2	NoCODE
d0eb3885-66fd-55ac-be75-47a6cf26d895	NoCODE
d0fc9f42-71a0-5245-8ed1-b19534b122a0	NoCODE
d1505c22-907f-539a-bb6e-201a8237af1b	NoCODE
d19c5cbb-f409-5521-80ab-ba4a68e727e6	NoCODE
d20be639-db84-5453-bdc7-3f917198854b	NoCODE
d277b091-3a75-5540-9873-92f722f01bcb	NoCODE
d3104df0-8a10-5fd1-9357-82105aea5b74	NoCODE
d3181caf-892a-5403-a199-482ef0d2d797	SAS
d327f176-df7d-5f79-84c6-d3997e10f4cc	EAS
d3370ce2-8bc6-50f8-890b-6824831e5250	SAS
d35ac119-cabd-542a-b849-7c04648edd5f	NoCODE
d3d0c122-657f-537e-a4d9-eb826397d94c	NoCODE
d42ae6a7-8eef-55ab-a612-455898561f84	NoCODE
d4306166-88bc-5029-af55-a77d7161082d	NoCODE
d46186fd-e339-5f72-af4f-d76fa7c88e0e	EUR
d484d864-d337-5b07-b053-c0c5ed947c90	NoCODE
d49a3330-f612-58d3-94f2-32c014418467	NoCODE
d4ef0395-bdf5-577c-bd34-787d4e6e9c38	NoCODE
d52fcfe0-4b6b-5694-bd49-552ed709b04b	NoCODE
d53b2d4f-b4d3-5d7c-8486-816a5be5b5b8	NoCODE
d5f03bba-cabc-5718-8e22-83d4cd420851	NoCODE
d5f52cc3-490a-5dd3-b16c-3c5fa15a0d21	NoCODE
d63b86b3-5f19-5094-95b4-1ee4c7eed492	NoCODE
d7102388-bded-5926-b982-37c1d634bc50	NoCODE
d73d8145-0405-5941-9be7-d57c7f0c43ae	EAS
d74a99b6-785b-553e-9e73-94b35981ffbe	NoCODE
d788743c-4d48-5a25-9871-244be5617b3c	NoCODE
d7e2d590-ee18-5e28-af46-1f0ba0cd57ca	SAS
d85ae810-87f9-5a10-95e4-65e7327e01b8	NoCODE
d86ffd5c-fa29-5b36-acc6-75bf1463d852	NoCODE
d986c2bb-1d4f-5b91-8f59-0a00b4f355c8	EUR
d9ed1dd8-b382-5359-ae5d-41bef65ad659	NoCODE
da0d85c9-a3fb-54eb-b139-81df8aaf997c	NoCODE
da2171bb-4748-5ba8-8ff9-050f7205dedf	NoCODE
da85884b-227e-5895-ad06-a47d882e49da	AMR
daba5f99-cbb0-5bde-8300-890ef88d627a	NoCODE
db1a8f15-f398-50ee-9a7e-330a718a3a66	NoCODE
db31c6aa-b53d-5b6a-bd42-b5a54abcb804	NoCODE
dbc42aba-d1ba-5bc5-b4c0-2127b94324b7	NoCODE
dbcbd9e1-220d-5eb0-902a-30330ee64585	SAS
dc0144e0-d039-51db-bdb8-1da16d1c1377	NoCODE
